normalized_title	original_title	identifier	path
amkor technology expands u s advanced packaging footprint with additional land in arizona	Amkor Technology Expands U.S. Advanced Packaging Footprint with Additional Land in Arizona	https://www.stocktitan.net/news/AMKR/amkor-technology-expands-u-s-advanced-packaging-footprint-with-4rqqgm24jgi0.html	raw/articles/2026-05-19_stocktitan_amkor-arizona-peoria-land-expansion.md
schmid flags tsmc panel level packaging push 310 310mm progress glass integration under review	SCHMID Flags TSMC Panel-Level Packaging Push: 310×310mm Progress, Glass Integration Under Review	https://www.trendforce.com/news/2026/05/19/news-equipment-maker-schmid-flags-tsmc-panel-level-packaging-push-310x310mm-progress-glass-integration-under-review/	raw/articles/2026-05-19_trendforce_schmid-tsmc-plp-310mm-glass-integration.md
2026 ieee electronic components and technology conference ectc to showcase the latest electronic packaging technologies	2026 IEEE Electronic Components and Technology Conference (ECTC) To Showcase the Latest Electronic Packaging Technologies	https://www.semiconductor-digest.com/2026-ieee-electronic-components-and-technology-conference-ectc-to-showcase-the-latest-electronic-packaging-technologies/	raw/articles/2026-05-20_semiconductor-digest_ectc2026-showcase-papers.md
intel says emib customers back substrate prepayments 4 taiwan 2 japan suppliers seek commitments	Intel Says EMIB Customers Back Substrate Prepayments; 4 Taiwan, 2 Japan Suppliers Seek Commitments	https://www.trendforce.com/news/2026/05/20/news-intel-says-emib-customers-back-substrate-prepayments-4-taiwan-and-2-japan-suppliers-reportedly-seek-commitments/	raw/articles/2026-05-20_trendforce_intel-emib-substrate-prepayments-ibiden.md
intel s glass substrate bet inches closer to reality as first prototypes with co packaged optics appear ahead of 2030 rollout	Intel's Glass Substrate Bet Inches Closer to Reality as First Prototypes With Co-Packaged Optics Appear Ahead of 2030 Rollout	https://wccftech.com/intel-glass-substrate-bet-inches-closer-to-reality-as-first-prototypes-co-packaged-optics-pictured/	raw/articles/2026-05-20_wccftech_intel-glass-substrate-cpo-prototypes-ofc2026.md
fujifilm presents latest advanced packaging research results and will introduce pfas free pbo at ectc 2026	Fujifilm presents latest advanced packaging research results and will introduce PFAS-free PBO at ECTC 2026	https://www.fujifilm.com/us/en/news/fujifilm-presents-latest-advanced-packaging-research-results-and-will-introduce-pfas-free-pbo-at-ectc-2026	raw/articles/2026-05-21_fujifilm_ectc2026-sn-damascene-pfas-free-pbo-imec.md
cpo hybrid bonding plp featured at ectc	CPO, Hybrid Bonding, PLP Featured At ECTC	https://marklapedus.substack.com/p/cpo-hybrid-bonding-plp-featured-at	raw/articles/2026-05-21_semiecosystem_ectc2026-cpo-hybridbonding-plp.md
advancing heterogeneous integration through industry roadmap improvements	Advancing Heterogeneous Integration Through Industry Roadmap Improvements	https://semiengineering.com/advancing-heterogeneous-integration-through-industry-roadmap-improvements/	raw/articles/2026-05-21_semieng_hi-roadmap-nature-paper-intel.md
amd s lisa su reportedly to visit tsmc for 2nm capacity unveils us 10b taiwan ai packaging investment	AMD's Lisa Su Reportedly to Visit TSMC for 2nm Capacity; Unveils US$10B Taiwan AI Packaging Investment	https://www.trendforce.com/news/2026/05/21/news-amds-lisa-su-reportedly-to-visit-tsmc-for-2nm-capacity-announces-us10b-taiwan-ai-packaging-investment/	raw/articles/2026-05-21_trendforce_amd-lisa-su-tsmc-10b-taiwan-packaging.md
micron more upbeat on outlook reportedly sets 2027 hbm4e ramp with tsmc for standard custom logic dies	Micron More Upbeat on Outlook, Reportedly Sets 2027 HBM4E Ramp with TSMC for Standard, Custom Logic Dies	https://www.trendforce.com/news/2026/05/22/news-micron-turns-more-upbeat-on-outlook-reportedly-sets-2027-hbm4e-ramp-with-tsmc-for-standard-and-custom-logic-dies/	raw/articles/2026-05-22_trendforce_micron-hbm4e-2027-tsmc-logic-dies.md
psmc joins intel saimemory to demo 9 layer via in one architecture for high bandwidth 3d memory	PSMC Joins Intel, SAIMEMORY to Demo 9-Layer Via-in-One Architecture for High Bandwidth 3D Memory	https://www.trendforce.com/news/2026/05/22/news-psmc-joins-intel-saimemory-to-demo-9-layer-fusion-bonded-via-in-one-architecture-for-high-bandwidth-3d-memory/	raw/articles/2026-05-22_trendforce_psmc-intel-saimemory-via-in-one-hb3dm.md
nvidia at computex 2026 jensen huang flies to tsmc as vera rubin ramp strains taiwan supply chain	Nvidia at Computex 2026: Jensen Huang Flies to TSMC as Vera Rubin Ramp Strains Taiwan Supply Chain	https://www.techtimes.com/articles/317079/20260524/nvidia-computex-2026-jensen-huang-flies-tsmc-vera-rubin-ramp-strains-taiwan-supply-chain.htm	raw/articles/2026-05-24_techtimes_nvidia-computex2026-tsmc-cowos-vera-rubin.md
amd zen 7 reportedly built on tsmc a14 node as powertech s foplp packaging said to be under evaluation	AMD Zen 7 Reportedly Built on TSMC A14 Node as Powertech's FOPLP Packaging Said to Be Under Evaluation	https://www.trendforce.com/news/2026/05/25/news-amd-zen-7-reportedly-built-on-tsmc-a14-node-as-powertechs-foplp-packaging-said-to-be-under-evaluation/	raw/articles/2026-05-25_trendforce_amd-zen7-a14-pti-foplp-computex.md
industry reportedly eyes separating hbm from gpus to expand memory capacity optical links may be key	Industry Reportedly Eyes Separating HBM From GPUs to Expand Memory Capacity; Optical Links May Be Key	https://www.trendforce.com/news/2026/05/25/news-industry-reportedly-eyes-separating-hbm-from-gpus-to-expand-memory-capacity-optical-links-may-be-key/	raw/articles/2026-05-25_trendforce_hbm-gpu-separation-optical-links.md
ectc 2026 spotlights advanced packaging innovations	ECTC 2026 Spotlights Advanced Packaging Innovations	https://advancedpackaging.news/2026/05/26/ectc-2026-spotlights-advanced-packaging-innovations/	raw/articles/2026-05-26_advancedpackaging_ectc2026-spotlights-advanced-packaging.md
ase launches automated 310mm panel level packaging to accelerate ai innovation	ASE Launches Automated 310mm Panel-Level Packaging to Accelerate AI Innovation	https://www.semiconductor-digest.com/ase-launches-automated-310mm-panel-level-packaging-to-accelerate-ai-innovation/	raw/articles/2026-05-26_semiconductor-digest_ase-310mm-plp-automated-ectc2026.md
intel reportedly eyes world s first glass substrate output at rio rancho offers silicon photonics to customers	Intel Reportedly Eyes World's First Glass Substrate Output at Rio Rancho; Offers Silicon Photonics to Customers	https://www.trendforce.com/news/2026/05/26/news-intel-reportedly-eyes-worlds-first-glass-substrate-output-at-rio-rancho-offers-silicon-photonics-to-customers/	raw/articles/2026-05-26_trendforce_intel-rio-rancho-glass-substrate-silicon-photonics.md
sk hynix introduces ihbm solution targets hbm5 adoption with 30 thermal resistance reduction	SK hynix Introduces iHBM Solution, Targets HBM5 Adoption with 30% Thermal Resistance Reduction	https://www.trendforce.com/news/2026/05/26/news-sk-hynix-introduces-ihbm-solution-targets-hbm5-adoption-with-30-thermal-resistance-reduction/	raw/articles/2026-05-26_trendforce_sk-hynix-ihbm-hbm5-thermal-30pct.md
nvidia gtc taipei at computex live updates on what s next in ai	NVIDIA GTC Taipei at COMPUTEX: Live Updates on What's Next in AI	https://blogs.nvidia.com/blog/nvidia-gtc-taipei-computex-2026-news/	raw/articles/2026-05-27_nvidia_gtc-taipei-computex2026-vera-rubin-nvl72-constellation.md
tsmc reportedly eyes up to 15 3nm price hike in 2h26 further 5 10 seen in 2027 amid ai asic demand	TSMC Reportedly Eyes Up to 15% 3nm Price Hike in 2H26, Further 5%–10% Seen in 2027 Amid AI, ASIC Demand	https://www.trendforce.com/news/2026/05/27/news-tsmc-reportedly-eyes-up-to-15-3nm-price-hike-in-2h26-further-5-10-seen-in-2027-amid-ai-asic-demand/	raw/articles/2026-05-27_trendforce_tsmc-3nm-price-hike-2h26-ai-asic.md
energy use forcing rethink of ai chip design tsmc says	Energy use forcing rethink of AI chip design, TSMC says	https://www.investing.com/news/stock-market-news/energy-use-forcing-rethink-of-ai-chip-design-tsmc-says-4715097	raw/articles/2026-05-28_reuters_tsmc-kevin-zhang-energy-efficiency-advanced-packaging.md
imec and ev group demonstrate wafer to wafer hybrid bonding with 200nm interconnect pitch and record high overlay accuracy	Imec and EV Group Demonstrate Wafer-to-Wafer Hybrid Bonding with 200nm Interconnect Pitch and Record High Overlay Accuracy	https://www.semiconductor-digest.com/imec-and-ev-group-demonstrate-wafer-to-wafer-hybrid-bonding-with-200nm-interconnect-pitch-and-record-high-overlay-accuracy/	raw/articles/2026-05-28_semiconductor-digest_imec-evg-200nm-w2w-hybrid-bonding-ectc2026.md
intel reportedly to adopt silicon capacitors in 2027 to improve emib power stability for google s v8e	Intel Reportedly to Adopt Silicon Capacitors in 2027 to Improve EMIB Power Stability for Google's v8e	https://www.trendforce.com/news/2026/05/28/news-intel-reportedly-to-adopt-silicon-capacitors-in-2027-to-improve-emib-power-stability-for-googles-v8e/	raw/articles/2026-05-28_trendforce_intel-emib-silicon-capacitors-google-v8e.md
accelerating 2nm advanced packaging through global collaboration	Accelerating 2nm & Advanced Packaging through global collaboration	https://www.3dincites.com/2026/05/accelerating-2nm-advanced-packaging-through-global-collaboration/	raw/articles/2026-05-29_3dincites_rapidus-2nm-advanced-packaging-ai-foundry.md
mediatek ceo reaffirms tsmc as key long term partner amid samsung s reported push for foundry orders	MediaTek CEO Reaffirms TSMC as Key Long-Term Partner amid Samsung's Reported Push for Foundry Orders	https://www.trendforce.com/news/2026/05/29/news-mediatek-ceo-reaffirms-tsmc-as-key-long-term-partner-amid-samsungs-reported-push-for-foundry-orders/	raw/articles/2026-05-29_trendforce_mediatek-ceo-tsmc-long-term-partner-emib-intel.md
samsung starts shipping industry first hbm4e samples 3 months after hbm4 ramp performance up 20	Samsung Starts Shipping Industry-First HBM4E Samples 3 Months After HBM4 Ramp; Performance Up 20%+	https://www.trendforce.com/news/2026/05/29/news-samsung-starts-shipping-industry-first-hbm4e-samples-three-months-after-hbm4-mass-production-performance-up-over-20/	raw/articles/2026-05-29_trendforce_samsung-hbm4e-samples-shipping-industry-first.md
samsung hbm4e ships first record 756 profit surge triggers analyst upgrades on ai memory lead	Samsung HBM4E Ships First: Record 756% Profit Surge Triggers Analyst Upgrades on AI Memory Lead	https://www.techtimes.com/articles/317467/20260531/samsung-hbm4e-ships-first-record-756-profit-surge-triggers-analyst-upgrades-ai-memory-lead.htm	raw/articles/2026-05-31_techtimes_samsung-hbm4e-ships-first-756pct-profit.md
hybrid bonding makes strides toward manufacturability	Hybrid Bonding Makes Strides Toward Manufacturability	https://semiengineering.com/hybrid-bonding-makes-strides-toward-manufacturability/	raw/articles/2026-05-xx_semiengineering_hybrid-bonding-manufacturability-deepdive.md
surface preparation for cu cu hybrid bonding the conditioning chain that decides yield	Surface Preparation for Cu-Cu Hybrid Bonding: The Conditioning Chain That Decides Yield	https://ninescrolls.com/insights/surface-preparation-cu-cu-hybrid-bonding/	raw/articles/2026-06-01_ninescrolls_surface-preparation-cu-cu-conditioning-chain.md
computex 2026 preview from intel budget ai cpus to cpo momentum fueled by nvidia vera rubin	COMPUTEX 2026 Preview: From Intel Budget AI CPUs to CPO Momentum Fueled by NVIDIA Vera Rubin	https://www.trendforce.com/news/2026/06/01/news-computex-2026-preview-from-intel-budget-ai-cpus-to-cpo-momentum-fueled-by-nvidia-vera-rubin/	raw/articles/2026-06-01_trendforce_computex2026-preview-cpo-nvidia-vera-rubin.md
intel advances glass substrate push with 3dgs us 3 3 billion india plant set for five to six year buildout	Intel Advances Glass Substrate Push with 3DGS, US$3.3 Billion India Plant Set for Five-to-Six-Year Buildout	https://www.trendforce.com/news/2026/06/01/news-intel-advances-glass-substrate-push-with-3dgs-us3-3-billion-india-plant-set-for-five-to-six-year-buildout/	raw/articles/2026-06-01_trendforce_intel-3dgs-india-glass-substrate-3b.md
vera rubin buildout nvidia reportedly pushes tsmc above 20 revenue share power cooling suppliers benefit	Vera Rubin Buildout: NVIDIA Reportedly Pushes TSMC Above 20% Revenue Share, Power, Cooling Suppliers Benefit	https://www.trendforce.com/news/2026/06/01/news-vera-rubin-buildout-nvidia-reportedly-pushes-tsmc-above-20-revenue-share-power-and-cooling-suppliers-benefit/	raw/articles/2026-06-01_trendforce_nvidia-vera-rubin-tsmc-above-20pct-revenue.md
samsung unveils hbm5 model for the first time at computex production reportedly seen around 2028	Samsung Unveils HBM5 Model for the First Time at Computex, Production Reportedly Seen Around 2028	https://www.trendforce.com/news/2026/06/02/news-samsung-unveils-hbm5-model-for-the-first-time-at-computex-production-reportedly-seen-around-2028/	raw/articles/2026-06-02_trendforce_samsung-hbm5-model-computex2026-2028.md
sk chair sees memory shortage through 2030 eyes capacity doubling and stronger tsmc taiwan ties	SK Chair Sees Memory Shortage Through 2030, Eyes Capacity Doubling and Stronger TSMC, Taiwan Ties	https://www.trendforce.com/news/2026/06/02/news-sk-chair-sees-memory-shortage-through-2030-eyes-capacity-doubling-and-stronger-tsmc-taiwan-ties/	raw/articles/2026-06-02_trendforce_sk-chair-memory-shortage-2030-computex.md
how intel foundry packaging technologies redefine ai and hpc scalability limits	How Intel Foundry Packaging Technologies Redefine AI and HPC Scalability Limits	https://www.3dincites.com/2026/06/how-intel-foundry-packaging-technologies-redefine-ai-and-hpc-scalability-limits/	raw/articles/2026-06-03_3dincites_intel-foundry-emib-cpo-glass-ectc2026.md
naura pushes into ai chip packaging with first 600mm plp descum tool	Naura pushes into AI chip packaging with first 600mm PLP descum tool	https://www.digitimes.com/news/a20260601VL210/naura-technology-plp-ai-chip-advanced-packaging-equipment.html	raw/articles/2026-06-03_digitimes_naura-600mm-plp-descum-tool.md
gf has the photonic chip now it has a light source	GF has the photonic chip. Now it has a light source	https://electronics360.globalspec.com/article/23852/gf-has-the-photonic-chip-now-it-has-a-light-source	raw/articles/2026-06-03_electronics360_gf-sivers-silicon-photonics-cpo-scale.md
computex 2026 nvidia and tsmc are bringing ai into the fab itself	Computex 2026: Nvidia and TSMC are bringing AI into the fab itself	https://electronics360.globalspec.com/article/23853/computex-2026-nvidia-and-tsmc-are-bringing-ai-into-the-fab-itself	raw/articles/2026-06-03_electronics360_nvidia-tsmc-ai-fab-computex2026.md
sk group chair chey tae won meets tsmc chairman c c wei after two years hbm and advanced packaging in focus	SK Group Chair Chey Tae-won Meets TSMC Chairman C.C. Wei After Two Years, HBM and Advanced Packaging in Focus	https://www.trendforce.com/news/2026/06/04/news-sk-group-chair-chey-tae-won-meets-tsmc-chairman-c-c-wei-after-two-years-hbm-and-advanced-packaging-in-focus/	raw/articles/2026-06-04_trendforce_sk-tsmc-chairman-meeting-hbm4-basedie.md
nvidia certifies big three for hbm4 securing memory supply for vera rubin launch report	Nvidia certifies 'big three' for HBM4, securing memory supply for Vera Rubin launch: report	https://www.sdxcentral.com/news/nvidia-certifies-big-three-for-hbm4-securing-memory-supply-for-vera-rubin-launch-report/	raw/articles/2026-06-05_sdxcentral_nvidia-certifies-hbm4-triple-supplier-samsung-skhynix-micron.md
chip industry week in review 141	Chip Industry Week In Review #141	https://semiengineering.com/chip-industry-week-in-review-141/	raw/articles/2026-06-05_semieng_chip-week-review-141-intel18a-nikon-packaging.md
packaging technologies redefine ai and hpc scalability limits at ectc 2026	Packaging Technologies Redefine AI And HPC Scalability Limits At ECTC 2026	https://semiengineering.com/packaging-technologies-redefine-ai-and-hpc-scalability-limits-at-ectc-2026/	raw/articles/2026-06-05_semieng_intel-ectc-2026-emib-t-cpo-glass-substrates.md
packaging technologies redefine ai and hpc scalability limits at ectc 2026	Packaging Technologies Redefine AI And HPC Scalability Limits At ECTC 2026	https://semiengineering.com/packaging-technologies-redefine-ai-and-hpc-scalability-limits-at-ectc-2026/	raw/articles/2026-06-05_semieng_intel-ectc2026-emib-cpo-glass-sponsor-blog.md
packaging technologies redefine ai and hpc scalability limits at ectc 2026	Packaging Technologies Redefine AI And HPC Scalability Limits At ECTC 2026	https://semiengineering.com/packaging-technologies-redefine-ai-and-hpc-scalability-limits-at-ectc-2026/	raw/articles/2026-06-05_semieng_intel-emib-cpo-glass-ectc2026.md
nvidia vera rubin hbm4 jensen huang confirms all three suppliers in production for q3 ship	Nvidia Vera Rubin HBM4: Jensen Huang Confirms All Three Suppliers in Production for Q3 Ship	https://www.techtimes.com/articles/317855/20260605/nvidia-vera-rubin-hbm4-jensen-huang-confirms-all-three-suppliers-production-q3-ship.htm	raw/articles/2026-06-05_techtimes_nvidia-vera-rubin-hbm4-suppliers-jensen-huang.md
glass substrates eye 2027 launch scale toward 2030 as cowos costs rise and hyperscaler demand grows	Glass Substrates Eye 2027 Launch, Scale Toward 2030 as CoWoS Costs Rise and Hyperscaler Demand Grows	https://www.trendforce.com/news/2026/06/05/news-glass-substrates-eye-2027-launch-scale-toward-2030-as-cowos-costs-rise-and-hyperscaler-demand-grows/	raw/articles/2026-06-05_trendforce_glass-substrate-2027-launch-roadmap.md
hbf spurs equipment race hanmi semiconductor eyes first tc bonder deliveries in 2h26	HBF Spurs Equipment Race; Hanmi Semiconductor Eyes First TC Bonder Deliveries in 2H26	https://www.trendforce.com/news/2026/06/05/news-hbf-opens-new-equipment-race-hanmi-semiconductor-reportedly-eyes-first-tc-bonder-deliveries-in-2h26/	raw/articles/2026-06-05_trendforce_hbf-equipment-race-hanmi-tcbonder.md
samsung sk hynix plan new heat dissipation technologies starting hbm5 three memory makers approaches in focus	Samsung, SK hynix Plan New Heat Dissipation Technologies Starting HBM5: Three Memory Makers' Approaches in Focus	https://www.trendforce.com/news/2026/06/05/news-samsung-sk-hynix-plan-new-heat-dissipation-technologies-starting-hbm5-three-memory-makers-approaches-in-focus/	raw/articles/2026-06-05_trendforce_hbm5-thermal-samsung-skhynix-micron.md
jcet opens 3d packaging plant to target ai power modules cpo demand	JCET opens 3D packaging plant to target AI power modules, CPO demand	https://www.digitimes.com/news/a20260605VL204/jcet-3d-packaging-cpo-demand.html	raw/articles/2026-06-07_digitimes_jcet-3d-packaging-cpo-plant.md
sk hynix to supply memory for nvidia vera cpu as partnership deepens samsung meeting in spotlight	SK hynix to Supply Memory for NVIDIA Vera CPU as Partnership Deepens; Samsung Meeting in Spotlight	https://www.trendforce.com/news/2026/06/08/news-sk-hynix-to-supply-memory-for-nvidia-vera-cpu-as-partnership-deepens-samsung-meeting-on-june-8-in-spotlight/	raw/articles/2026-06-08_trendforce_skhynix-nvidia-vera-cpu-partnership.md
sk hynix holds 62 of hbm micron overtakes samsung 2026 battle pivots to hbm4	SK hynix holds 62% of HBM, Micron overtakes Samsung, 2026 battle pivots to HBM4	https://www.astutegroup.com/news/general/sk-hynix-holds-62-of-hbm-micron-overtakes-samsung-2026-battle-pivots-to-hbm4/	raw/articles/2026-06-09_astutegroup_hbm-market-share-2026-battle.md
ase accelerates panel level packaging push with fully automated 310mm line by 2026	ASE accelerates panel-level packaging push with fully automated 310mm line by 2026	https://www.digitimes.com/news/a20260225PD204/packaging-ase-2026-demand-panel.html	raw/articles/2026-06-09_digitimes_ase-panel-level-packaging-310mm.md
analysis taiwan s two major panel makers enter semiconductor packaging cpo and foplp become key	Analysis: Taiwan's two major panel makers enter semiconductor packaging; CPO and FOPLP become key	https://www.digitimes.com/news/a20260427PD212/cpo-foplp-packaging-auo-innolux-panel-taiwan.html	raw/articles/2026-06-09_digitimes_auo-innolux-cpo-foplp-panel.md
tsmc expands cowos and soic capacity on ai boom	TSMC expands CoWoS and SoIC capacity on AI boom	https://www.digitimes.com/news/a20260514PD237/tsmc-cowos-soic-capacity-packaging.html	raw/articles/2026-06-09_digitimes_tsmc-cowos-soic-capacity-symposium.md
tsmc to quadruple advanced packaging capacity reaching 130 000 cowos wafers monthly by late 2026	TSMC to Quadruple Advanced Packaging Capacity: Reaching 130,000 CoWoS Wafers Monthly by Late 2026	https://markets.financialcontent.com/stocks/article/tokenring-2026-2-5-tsmc-to-quadruple-advanced-packaging-capacity-reaching-130000-cowos-wafers-monthly-by-late-2026	raw/articles/2026-06-09_financialcontent_tsmc-130k-cowos-wafers.md
intel foundry gains momentum as google reportedly orders 3m tpus nvidia evaluates 18a for multi die gpus	Intel Foundry Gains Momentum as Google Reportedly Orders 3M TPUs, NVIDIA Evaluates 18A for Multi-Die GPUs	https://www.trendforce.com/news/2026/06/09/news-intel-foundry-gains-momentum-as-google-reportedly-orders-3m-tpus-nvidia-evaluates-18a-for-multi-die-gpu-design/	raw/articles/2026-06-09_trendforce_intel-foundry-google-tpu-nvidia-18a.md
samsung nvidia deepen ties as talks reportedly expand to hbm5 next year and next gen groq chips	Samsung, NVIDIA Deepen Ties as Talks Reportedly Expand to HBM5 Next Year and Next-Gen Groq Chips	https://www.trendforce.com/news/2026/06/09/news-samsung-nvidia-deepen-ties-as-talks-reportedly-expand-to-hbm5-next-year-and-next-gen-groq-chips/	raw/articles/2026-06-09_trendforce_samsung-nvidia-hbm5-groq-deepened-ties.md
sk hynix reportedly places 44 2bn won tc bonder order with hanmi accelerating hbm4 ramp up	SK hynix Reportedly Places 44.2bn Won TC Bonder Order with Hanmi, Accelerating HBM4 Ramp-up	https://www.trendforce.com/news/2026/06/09/news-sk-hynix-reportedly-places-44-2bn-won-tc-bonder-order-with-hanmi-accelerating-hbm4-ramp-up/	raw/articles/2026-06-09_trendforce_skhynix-hanmi-tcbonder-hbm4-ramp.md
google reportedly books intel for packaging more than 3 million tpus in 2028 sk hynix is testing intel s emib packaging for hbm integration	Google reportedly books Intel for packaging more than 3 million TPUs in 2028 — SK hynix is testing Intel's EMIB packaging for HBM integration	https://www.tomshardware.com/tech-industry/google-reportedly-books-intel-for-more-than-3-million-tpus-in-2028	raw/articles/2026-06-10_tomshardware_google-intel-emib-3m-tpu-skhynix-hbm-qualification.md
analyzing tsmc s fab expansion roadmap multi fab n2 ramp cowos soic and uncorking bottlenecks	Analyzing TSMC's fab expansion roadmap — multi-fab N2 ramp, CoWoS, SoIC, and uncorking bottlenecks	https://www.tomshardware.com/tech-industry/semiconductors/analyzing-tsmcs-fab-expansion-roadmap-multi-fab-n2-ramp-cowos-soic-and-uncorking-bottlenecks	raw/articles/2026-06-10_tomshardware_tsmc-fab-expansion-roadmap-n2-cowos-soic-bottlenecks.md
analyzing tsmc s fab expansion roadmap multi fab n2 ramp cowos soic and uncorking bottlenecks	Analyzing TSMC's fab expansion roadmap — multi-fab N2 ramp, CoWoS, SoIC, and uncorking bottlenecks	https://www.tomshardware.com/tech-industry/semiconductors/analyzing-tsmcs-fab-expansion-roadmap-multi-fab-n2-ramp-cowos-soic-and-uncorking-bottlenecks	raw/articles/2026-06-10_tomshardware_tsmc-fab-expansion-roadmap.md
china reportedly narrows glass substrate gap with south korea as boe and visionox advance	China Reportedly Narrows Glass Substrate Gap with South Korea as BOE and Visionox Advance	https://www.trendforce.com/news/2026/06/10/news-china-reportedly-narrows-glass-substrate-gap-with-south-korea-as-boe-and-visionox-advance/	raw/articles/2026-06-10_trendforce_china-glass-substrate-boe-visionox.md
samsung may announce new gwangju advanced packaging base by end june amid capacity expansion	Samsung May Announce New Gwangju Advanced Packaging Base by End-June Amid Capacity Expansion	https://www.trendforce.com/news/2026/06/10/news-samsung-may-announce-new-gwangju-advanced-packaging-base-by-end-june-as-capacity-expansion-continues/	raw/articles/2026-06-10_trendforce_samsung-gwangju-packaging-base.md
imec unlocks system level iii v chiplet integration on si cmos by advancing its 300mm rf silicon interposer platform with high density mimcaps passive modeling and laser assisted bonding	Imec unlocks system-level III-V chiplet integration on Si-CMOS by advancing its 300mm RF silicon interposer platform with high-density MIMCAPs, passive modeling, and laser-assisted bonding	https://www.imec-int.com/en/press/imec-unlocks-system-level-iii-v-chiplet-integration-si-cmos-advancing-its-300mm-rf-silicon	raw/articles/2026-06-11_imec_iii-v-chiplet-rf-silicon-interposer.md
applied materials opens 500m singapore site aims to double global capacity on ai demand	Applied Materials Opens $500M Singapore Site, Aims to Double Global Capacity on AI Demand	https://www.trendforce.com/news/2026/06/11/news-applied-materials-opens-500m-singapore-site-aims-to-double-global-capacity-on-ai-demand/	raw/articles/2026-06-11_trendforce_applied-materials-singapore-500m.md
ase s spil acquires nt 2 8b plant amid spillover demand from tsmc advanced packaging capacity crunch	ASE's SPIL Acquires NT$2.8B Plant Amid Spillover Demand from TSMC Advanced Packaging Capacity Crunch	https://www.trendforce.com/news/2026/06/11/news-ases-spil-acquires-nt2-8b-plant-amid-spillover-demand-from-tsmc-advanced-packaging-capacity-crunch/	raw/articles/2026-06-11_trendforce_ase-spil-zhunan-plant-acquisition.md
sk hynix advances dram and nand roadmap targets 3x wafer output by 2034 375 layer nand at year end	SK hynix Advances DRAM and NAND Roadmap, Targets 3x Wafer Output by 2034, 375-Layer NAND at Year-End	https://www.trendforce.com/news/2026/06/11/news-sk-hynix-advances-dram-and-nand-roadmap-targets-3x-wafer-output-by-2034-375-layer-nand-at-year-end/	raw/articles/2026-06-11_trendforce_skhynix-3x-wafer-2034-375layer-nand.md
glass substrate packaging hype cools boe s pilot line operational but not yet in mass production yield rate bottleneck key to industry breakthrough	Glass Substrate Packaging Hype Cools: BOE's Pilot Line Operational but Not Yet in Mass Production, Yield Rate Bottleneck Key to Industry Breakthrough	https://finance.biggo.com/news/gA5Dv54BJ9W2lKGkjG4q	raw/articles/2026-06-12_biggo_boe-glass-substrate-pilot-hype-cools.md
samsung packaging tsmc intel hbm	Samsung Packaging TSMC Intel HBM	https://www.digitimes.com/news/a20260611VL219/samsung-packaging-tsmc-intel-hbm.html	raw/articles/2026-06-12_digitimes_samsung-packaging-gap-tsmc-intel.md
packaging equipment foplp revenue business	Packaging Equipment FOPLP Revenue Business	https://www.digitimes.com/news/a20260612PD207/packaging-equipment-foplp-revenue-business.html	raw/articles/2026-06-13_digitimes_linkotech-foplp-rollout-traction.md
tsmc s latest chip packaging breakthrough promises lower costs and better performance	TSMC's latest chip packaging breakthrough promises lower costs and better performance	https://www.digitaltrends.com/computing/tsmcs-latest-chip-packaging-breakthrough-promises-lower-costs-and-better-performance/	raw/articles/2026-06-14_digitaltrends_tsmc-copos-glass-carrier-mingchikuo.md
manz equipment foplp packaging tsmc	Manz Equipment FOPLP Packaging TSMC	https://www.digitimes.com/news/a20260615PD231/manz-equipment-foplp-packaging-tsmc.html	raw/articles/2026-06-15_digitimes_manz-310mm-foplp-ecd-equipment.md
manz asia successfully delivers world s first 310mm x 310mm panel level packaging ecd production system	Manz Asia Successfully Delivers World's First 310mm x 310mm Panel-Level Packaging ECD Production System	https://www.prnewswire.com/news-releases/manz-asia-successfully-delivers-worlds-first-310mm-O-310mm-panel-level-packaging-ecd-production-system-302800088.html	raw/articles/2026-06-15_prnewswire_manz-asia-310mm-plp-ecd-system.md
sk hynix reportedly pulls forward hbm4e sample timeline eyeing june july shipments to key customers	SK hynix Reportedly Pulls Forward HBM4E Sample Timeline, Eyeing June/July Shipments to Key Customers	https://www.trendforce.com/news/2026/06/15/news-sk-hynix-reportedly-pulls-forward-hbm4e-sample-timeline-eyeing-june-july-shipments-to-key-customers/	raw/articles/2026-06-15_trendforce_skhynix-hbm4e-sample-timeline-pulled-forward.md
tsmc cowos supply demand gap reportedly seen narrowing from 20 to 10 by end 2026 as capacity expands	TSMC CoWoS Supply-Demand Gap Reportedly Seen Narrowing from 20% to 10% by End-2026 as Capacity Expands	https://www.trendforce.com/news/2026/06/15/news-tsmc-cowos-supply-demand-gap-reportedly-seen-narrowing-from-20-to-10-by-end-2026-as-capacity-expands/	raw/articles/2026-06-15_trendforce_tsmc-cowos-gap-narrowing-130k-200k-wafers.md
nokia expands us advanced test and packaging capacity in pennsylvania	Nokia Expands US Advanced Test and Packaging Capacity in Pennsylvania	https://www.nokia.com/about-us/news/releases/2026/06/16/nokia-expands-us-advanced-test-and-packaging-capacity-in-pennsylvania/	raw/articles/2026-06-16_nokia_pennsylvania-atp-expansion.md
